0;0.473212;0.24336836
1;0.611047;0.33154252
2;0.806052;0.5188417
3;0.826888;0.66141754
4;0.884691;0.7626771
5;0.90214;0.8139486
6;0.910485;0.85020155
7;0.9339;0.85634804
8;0.9339;0.88613206
9;0.94114;0.8884275
10;0.948085;0.90315986
11;0.948085;0.91282237
12;0.961065;0.90740204
13;0.967088;0.9191453
14;0.97279;0.9344591
15;0.97279;0.9320058
16;0.978167;0.933384
17;0.978167;0.949701
18;0.978167;0.9459842
19;0.978167;0.945936
20;0.978167;0.94102037
21;0.978167;0.9430491
22;0.983213;0.9455587
23;0.987924;0.9511255
24;0.992295;0.95885587
25;0.992295;0.96429235
26;0.996321;0.96221346
27;0.996321;0.9652558
28;0.996321;0.95907557
29;0.996321;0.9673917
30;1.0;0.9758424
